train_idx,bench_id,bench_query_source,query
511,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
513,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
513,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
513,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
514,RLAIF-V-2735,sharegpt4v-web-celebrity,"Provide a detailed narrative of the image, emphasizing the visible celebrities and the scene."
515,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
515,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
515,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
515,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
515,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
515,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
515,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
515,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
515,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
515,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
515,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
515,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
516,RLAIF-V-10899,LCS-558K,What are the main objects or subjects in the image? Please describe them in detail.
516,RLAIF-V-1549,COCO,What are the main objects or subjects in the image? Please describe them in detail.
516,RLAIF-V-16213,COCO,What are the main objects or subjects in the image? Please describe them in detail.
516,RLAIF-V-2775,COCO,What are the main objects or subjects in the image? Please describe them in detail.
516,RLAIF-V-40207,COCO,What are the main objects or subjects in the image? Please describe them in detail.
516,RLAIF-V-76752,COCO,What are the main objects or subjects in the image? Please describe them in detail.
516,RLHF-V-3857,coco,What are the main objects or subjects in the image? Please describe them in detail.
516,RLHF-V-5624,coco,What are the main objects or subjects in the image? Please describe them in detail.
522,RLAIF-V-14901,Google-Landmark,"Give a thorough description of the image, focusing on the landmark it shows."
522,RLAIF-V-49459,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
522,RLAIF-V-82592,sharegpt4v-web-landmark,"Give a thorough description of the image, focusing on the landmark it shows."
524,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
524,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
524,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
524,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
524,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
524,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
524,RLHF-V-2552,coco,Describe the key features of the image in great detail.
524,RLHF-V-2563,coco,Describe the key features of the image in great detail.
524,RLHF-V-5176,coco,Describe the key features of the image in great detail.
529,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
529,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
529,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
531,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
531,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
531,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
531,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
531,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
531,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
531,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
531,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
531,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
531,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
531,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
531,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
534,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
534,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
534,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
534,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
534,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
534,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
534,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
534,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
534,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
535,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
535,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
535,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
535,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
535,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
535,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
535,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
535,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
535,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
535,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
535,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
535,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
535,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
538,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
538,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
538,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
538,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
538,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
539,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
539,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
539,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
539,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
539,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
539,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
539,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
539,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
539,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
539,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
539,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
539,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
539,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
542,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
542,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
542,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
542,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
542,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
544,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
544,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
544,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
544,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
544,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
544,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
544,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
544,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
544,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
544,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
544,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
544,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
544,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
546,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
546,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
546,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
546,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
546,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
546,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
546,RLHF-V-2552,coco,Describe the key features of the image in great detail.
546,RLHF-V-2563,coco,Describe the key features of the image in great detail.
546,RLHF-V-5176,coco,Describe the key features of the image in great detail.
547,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
547,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
547,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
550,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
550,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
550,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
550,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
550,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
550,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
550,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
550,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
550,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
550,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
550,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
550,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
550,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
551,RLAIF-V-10899,LCS-558K,What are the main objects or subjects in the image? Please describe them in detail.
551,RLAIF-V-1549,COCO,What are the main objects or subjects in the image? Please describe them in detail.
551,RLAIF-V-16213,COCO,What are the main objects or subjects in the image? Please describe them in detail.
551,RLAIF-V-2775,COCO,What are the main objects or subjects in the image? Please describe them in detail.
551,RLAIF-V-40207,COCO,What are the main objects or subjects in the image? Please describe them in detail.
551,RLAIF-V-76752,COCO,What are the main objects or subjects in the image? Please describe them in detail.
551,RLHF-V-3857,coco,What are the main objects or subjects in the image? Please describe them in detail.
551,RLHF-V-5624,coco,What are the main objects or subjects in the image? Please describe them in detail.
553,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
553,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
553,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
553,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
553,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
553,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
553,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
553,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
553,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
553,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
553,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
553,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
559,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
559,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
559,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
559,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
560,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
560,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
560,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
560,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
560,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
560,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
560,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
560,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
560,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
560,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
560,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
561,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
561,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
561,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
561,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
561,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
561,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
561,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
561,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
561,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
561,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
561,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
561,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
563,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
563,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
566,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
566,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
566,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
572,RLAIF-V-2735,sharegpt4v-web-celebrity,"Provide a detailed narrative of the image, emphasizing the visible celebrities and the scene."
573,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
573,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
573,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
573,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
573,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
573,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
573,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
573,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
573,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
573,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
573,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
573,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
576,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
576,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
576,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
576,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
576,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
576,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
576,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
576,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
576,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
576,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
576,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
576,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
576,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
578,RLAIF-V-16742,LCS-558K,What are the key features you observe in the image?
578,RLAIF-V-42889,COCO,What are the key features you observe in the image?
578,RLAIF-V-43117,LCS-558K,What are the key features you observe in the image?
578,RLAIF-V-64074,LCS-558K,What are the key features you observe in the image?
578,RLAIF-V-68603,COCO,What are the key features you observe in the image?
578,RLHF-V-3862,coco,What are the key features you observe in the image?
581,RLAIF-V-16742,LCS-558K,What are the key features you observe in the image?
581,RLAIF-V-42889,COCO,What are the key features you observe in the image?
581,RLAIF-V-43117,LCS-558K,What are the key features you observe in the image?
581,RLAIF-V-64074,LCS-558K,What are the key features you observe in the image?
581,RLAIF-V-68603,COCO,What are the key features you observe in the image?
581,RLHF-V-3862,coco,What are the key features you observe in the image?
582,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
582,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
582,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
582,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
582,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
582,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
582,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
582,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
582,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
583,RLAIF-V-39736,COCO,Explain the image's various components in depth.
583,RLHF-V-3957,coco,Explain the image's various components in depth.
590,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
590,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
593,RLAIF-V-2920,sharegpt4v-web-celebrity,Analyze the image and provide a comprehensive description of the celebrity's appearance and attire.
594,RLAIF-V-39736,COCO,Explain the image's various components in depth.
594,RLHF-V-3957,coco,Explain the image's various components in depth.
597,RLAIF-V-2299,GQA,Which place is it?
599,RLAIF-V-1169,LCS-558K,Describe the key features of the image in great detail.
599,RLAIF-V-2500,COCO,Describe the key features of the image in great detail.
599,RLAIF-V-63676,COCO,Describe the key features of the image in great detail.
599,RLAIF-V-66585,COCO,Describe the key features of the image in great detail.
599,RLAIF-V-72724,COCO,Describe the key features of the image in great detail.
599,RLAIF-V-75935,COCO,Describe the key features of the image in great detail.
599,RLHF-V-2552,coco,Describe the key features of the image in great detail.
599,RLHF-V-2563,coco,Describe the key features of the image in great detail.
599,RLHF-V-5176,coco,Describe the key features of the image in great detail.
601,RLAIF-V-14,COCO,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-23935,COCO,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-48127,COCO,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-62304,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-66179,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-68618,COCO,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-7945,COCO,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-79584,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-8497,COCO,Convey the specifics of the image with meticulous attention to detail.
601,RLAIF-V-9480,LCS-558K,Convey the specifics of the image with meticulous attention to detail.
603,RLAIF-V-41480,COCO,Explain what's happening in the image with as much detail as possible.
603,RLAIF-V-63938,LCS-558K,Explain what's happening in the image with as much detail as possible.
603,RLHF-V-957,LCS-558K,Explain what's happening in the image with as much detail as possible.
612,RLHF-V-169,sharegpt4v-textvqa,Create a thorough description describing the given image. Include the text contents and the information they convey in the description.
613,RLAIF-V-30232,OK-VQA,What kind of cars are in the photo?
615,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
615,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
615,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
615,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
617,RLAIF-V-23227,LCS-558K,What is the setting or environment in which the image takes place?
617,RLAIF-V-26263,LCS-558K,What is the setting or environment in which the image takes place?
617,RLAIF-V-28331,COCO,What is the setting or environment in which the image takes place?
617,RLAIF-V-33435,COCO,What is the setting or environment in which the image takes place?
617,RLAIF-V-34267,LCS-558K,What is the setting or environment in which the image takes place?
617,RLAIF-V-66218,COCO,What is the setting or environment in which the image takes place?
617,RLAIF-V-74583,LCS-558K,What is the setting or environment in which the image takes place?
617,RLAIF-V-75807,LCS-558K,What is the setting or environment in which the image takes place?
617,RLAIF-V-77744,COCO,What is the setting or environment in which the image takes place?
617,RLAIF-V-79294,LCS-558K,What is the setting or environment in which the image takes place?
617,RLHF-V-219,coco,What is the setting or environment in which the image takes place?
617,RLHF-V-223,LCS-558K,What is the setting or environment in which the image takes place?
618,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
618,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
618,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
618,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
618,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
618,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
618,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
618,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
618,RLAIF-V-60191,COCO,Detail the image's components with particular focus on each entity.
618,RLAIF-V-71738,LCS-558K,Detail the image's components with particular focus on each entity.
618,RLAIF-V-78397,COCO,Detail the image's components with particular focus on each entity.
618,RLAIF-V-82325,COCO,Detail the image's components with particular focus on each entity.
618,RLHF-V-3808,coco,Detail the image's components with particular focus on each entity.
621,RLAIF-V-1158,sharegpt4v-web-landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
621,RLAIF-V-25153,Google-Landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
621,RLAIF-V-66420,sharegpt4v-web-landmark,"Describe the atmosphere and setting around the landmark, including any natural or urban elements."
622,RLAIF-V-13487,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
622,RLAIF-V-26826,COCO,Itemize the elements you identify in the image and describe them thoroughly.
622,RLAIF-V-43413,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
622,RLAIF-V-53523,COCO,Itemize the elements you identify in the image and describe them thoroughly.
622,RLAIF-V-54659,COCO,Itemize the elements you identify in the image and describe them thoroughly.
622,RLAIF-V-74665,COCO,Itemize the elements you identify in the image and describe them thoroughly.
622,RLAIF-V-75171,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
622,RLAIF-V-77217,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
622,RLAIF-V-79527,COCO,Itemize the elements you identify in the image and describe them thoroughly.
622,RLHF-V-1533,LCS-558K,Itemize the elements you identify in the image and describe them thoroughly.
622,RLHF-V-3907,coco,Itemize the elements you identify in the image and describe them thoroughly.
622,RLHF-V-5095,coco,Itemize the elements you identify in the image and describe them thoroughly.
623,RLAIF-V-13503,LCS-558K,What are the main elements in this image? Describe them thoroughly.
623,RLAIF-V-25309,COCO,What are the main elements in this image? Describe them thoroughly.
623,RLAIF-V-39969,COCO,What are the main elements in this image? Describe them thoroughly.
623,RLAIF-V-43132,COCO,What are the main elements in this image? Describe them thoroughly.
623,RLAIF-V-56821,LCS-558K,What are the main elements in this image? Describe them thoroughly.
623,RLAIF-V-66231,LCS-558K,What are the main elements in this image? Describe them thoroughly.
623,RLAIF-V-73754,LCS-558K,What are the main elements in this image? Describe them thoroughly.
623,RLAIF-V-7589,LCS-558K,What are the main elements in this image? Describe them thoroughly.
623,RLAIF-V-77170,LCS-558K,What are the main elements in this image? Describe them thoroughly.
623,RLHF-V-3669,coco,What are the main elements in this image? Describe them thoroughly.
623,RLHF-V-5328,coco,What are the main elements in this image? Describe them thoroughly.
625,RLAIF-V-12088,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
625,RLAIF-V-1808,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
625,RLAIF-V-42472,LCS-558K,How do the elements in the image relate to each other in terms of positioning or composition?
625,RLAIF-V-5903,COCO,How do the elements in the image relate to each other in terms of positioning or composition?
628,RLAIF-V-41395,LCS-558K,Identify and describe each object in the image in detail.
628,RLAIF-V-64437,COCO,Identify and describe each object in the image in detail.
628,RLAIF-V-69811,COCO,Identify and describe each object in the image in detail.
628,RLAIF-V-74768,COCO,Identify and describe each object in the image in detail.
628,RLAIF-V-81903,COCO,Identify and describe each object in the image in detail.
631,RLAIF-V-3983,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
631,RLAIF-V-44447,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
631,RLAIF-V-75270,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
631,RLAIF-V-75438,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
631,RLAIF-V-76386,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
631,RLAIF-V-79331,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
631,RLAIF-V-8914,COCO,"Tell me what catches your eye in the image, and describe those elements in depth."
631,RLAIF-V-9371,LCS-558K,"Tell me what catches your eye in the image, and describe those elements in depth."
631,RLHF-V-4271,coco,"Tell me what catches your eye in the image, and describe those elements in depth."
637,RLAIF-V-5046,LCS-558K,Can you point out the details that make this image unique?
637,RLAIF-V-63127,COCO,Can you point out the details that make this image unique?
637,RLAIF-V-68611,COCO,Can you point out the details that make this image unique?
637,RLAIF-V-70860,COCO,Can you point out the details that make this image unique?
637,RLAIF-V-71010,COCO,Can you point out the details that make this image unique?
637,RLAIF-V-76753,COCO,Can you point out the details that make this image unique?
639,RLAIF-V-12608,COCO,Detail the image's components with particular focus on each entity.
639,RLAIF-V-13292,LCS-558K,Detail the image's components with particular focus on each entity.
639,RLAIF-V-1987,COCO,Detail the image's components with particular focus on each entity.
639,RLAIF-V-2163,COCO,Detail the image's components with particular focus on each entity.
639,RLAIF-V-3533,COCO,Detail the image's components with particular focus on each entity.
639,RLAIF-V-42319,LCS-558K,Detail the image's components with particular focus on each entity.
639,RLAIF-V-4904,LCS-558K,Detail the image's components with particular focus on each entity.
639,RLAIF-V-53980,COCO,Detail the image's components with particular focus on each entity.
